order_id,sku,quantity,price
ORD-01483,3026175,1,69.97
ORD-01484,HF5668-003,1,260.00
ORD-01485,HF6416-300,1,170.00
ORD-01486,3026686-001,1,75.00
ORD-01487,3025516-002,1,140.00
ORD-01488,3026519,1,140.00
ORD-01489,3026686-001,1,75.00
ORD-01490,3026686-001,1,75.00
ORD-01491,FN8454-300,1,180.00
ORD-01492,HV8150-301,1,180.00
ORD-01493,6005377,1,250.00
ORD-01494,CW2288-111,1,115.00
ORD-01495,6013582,1,78.00
ORD-01496,IQ3925-001,1,165.00
ORD-01497,3026685-001,1,75.00
ORD-01498,HF5668-003,1,260.00
ORD-01499,FN8454-300,1,180.00
ORD-01500,DV3854-001,1,140.00
ORD-01501,DV3853-001,1,140.00
ORD-01502,DD1391-100,1,115.00
ORD-01503,3026686-001,1,75.00
ORD-01504,6006030,1,160.00
ORD-01505,6005377,1,250.00
ORD-01506,DD8959-100,1,115.00
ORD-01507,IQ3925-001,1,165.00
ORD-01508,6014417,1,85.00
ORD-01509,FV3929-103,1,150.00
ORD-01510,DV3854-001,1,140.00
ORD-01511,6006030,1,160.00
ORD-01512,3025516-002,1,140.00
ORD-01513,3026501,1,98.97
ORD-01514,6005377,1,250.00
ORD-01515,HV8150-301,1,180.00
ORD-01516,DD8959-100,1,115.00
ORD-01517,DD8959-100,1,115.00
ORD-01518,6013582,1,78.00
ORD-01519,FV2338-103,1,140.00
ORD-01520,3026501,1,98.97
ORD-01521,6000007,1,130.00
ORD-01522,6005377,1,250.00
ORD-01523,3026175,1,69.97
ORD-01524,FD8311-300,1,295.00
ORD-01525,DD1503-101,1,115.00
ORD-01526,DV3854-001,1,140.00
ORD-01527,3026534-100,1,160.00
ORD-01528,DD1503-101,1,115.00
ORD-01529,3026686-001,1,75.00
ORD-01530,HQ2050-106,1,230.00
